6.58837,6.58837,6.67571,6.70272,6.7298,6.75694,6.77734,6.80459,6.83191,6.8593,6.87988,6.90738,6.93495,6.95566,6.98334,7.00414,7.03194,7.05282,7.08073
6.58974,6.58974,6.98243,7.12786,7.29618,7.44531,7.6034,7.75608,7.91048,8.0666,8.22446,8.36877,8.52992,8.685,8.84165,8.98398,9.15162,9.3048,9.47574
6.3087,6.31525,6.86688,7.08287,7.30295,7.51982,7.74793,7.97259,8.18571,8.43337,8.65364,8.89335,9.12053,9.35104,9.58489,9.81354,10.0712,10.2977,10.527
7.19264,7.19264,7.67476,7.88024,8.05761,8.25723,8.44704,8.63983,8.84241,9.04126,9.24309,9.43368,9.63405,9.8372,10.0431,10.2293,10.4481,10.6545,10.8556
6.82574,6.83198,7.23789,7.3869,7.55075,7.70323,7.87085,8.03361,8.19817,8.35758,8.5116,8.66715,8.82421,8.99004,9.1429,9.3119,9.48256,9.63983,9.78332
8.66637,8.67102,9.03278,9.17444,9.32493,9.47387,9.62641,9.77689,9.93071,10.0996,10.2423,10.4122,10.5668,10.7307,10.8912,11.0545,11.2274,11.3898,11.5686
6.06365,6.05621,6.51054,6.69659,6.87721,7.05209,7.22905,7.41627,7.58919,7.78074,7.9407,8.11074,8.29976,8.4996,8.66639,8.86144,9.04957,9.22141,9.39479
6.40997,6.40997,6.55097,6.60771,6.66466,6.7218,6.77915,6.82948,6.87997,6.93786,6.99595,7.04693,7.09808,7.14937,7.20081,7.25241,7.30416,7.35605,7.41555
6.66169,6.66169,6.8248,6.8934,6.95546,7.01781,7.08048,7.14344,7.20671,7.27736,7.33415,7.39832,7.4628,7.52036,7.58541,7.65076,7.7018,7.76768,7.83388
6.58837,6.58837,6.73658,6.79096,6.8456,6.9005,6.95566,7.01108,7.05979,7.1157,7.17188,7.22831,7.2779,7.33482,7.392,7.65076,7.49991,7.54334,7.60146
6.58974,6.58974,6.81155,6.92063,6.98243,7.05147,7.12786,7.19772,7.26797,7.33861,7.40965,7.48824,7.5457,7.61787,7.68316,7.75608,7.82938,7.8957,7.96233
6.3087,6.31525,6.59422,6.6753,6.77067,6.84619,6.92916,7.01275,7.09694,7.17466,7.25289,7.33164,7.4109,7.49068,7.57097,7.65177,7.73309,7.80747,7.89728
7.18676,7.18676,7.28725,7.31105,7.34087,7.36479,7.39477,7.41882,7.44293,7.47314,7.49738,7.52775,7.55211,7.57653,7.601,7.62553,7.65012,7.68093,7.69947
6.82574,6.82574,7.09691,7.17362,7.25078,7.32839,7.39994,7.47842,7.55075,7.6301,7.69657,7.77674,7.85063,7.9249,7.99955,8.06774,8.14999,8.21197,8.295
8.66637,8.67102,8.84146,8.88985,8.9387,8.98801,9.03778,9.088,9.1336,9.17956,9.23107,9.28303,9.33018,9.37771,9.42561,9.47387,9.52251,9.57152,9.6209
6.05621,6.05621,6.16834,6.19841,6.23609,6.26631,6.2966,6.32696,6.35738,6.38788,6.42609,6.44907,6.47977,6.51054,6.54138,6.57228,6.60326,6.6343,6.65763
6.40997,6.40997,6.49442,6.5156,6.53681,6.56513,6.58641,6.60771,6.62904,6.6504,6.67893,6.70035,6.7218,6.74328,6.76479,6.79351,6.80789,6.82948,6.8511
6.65494,6.65494,6.75658,6.79064,6.81796,6.84534,6.87965,6.90716,6.93474,6.96237,6.99006,7.01781,7.04563,7.0735,7.10143,7.12942,7.15747,7.18558,7.20671
6.58837,6.58837,6.66223,6.68246,6.70272,6.72302,6.74336,6.76373,6.78414,6.80459,6.82508,6.83875,6.8593,6.87988,6.9005,6.92116,6.94185,6.95566,6.97642
6.58974,6.58974,7.01,7.30324,7.49541,7.71957,7.91787,8.12654,8.33066,8.55308,8.7553,8.96017,9.16768,9.38598,9.5989,9.81446,10.0242,10.245,10.4511
6.3087,6.3087,6.8393,7.06881,7.29578,7.51982,7.75536,7.97259,8.21643,8.40997,8.65364,8.89335,9.1287,9.36763,9.5933,9.84768,10.0712,10.3152,10.5447
7.19264,7.19264,7.34087,7.40078,7.46709,7.52775,7.59488,7.65628,7.71803,7.77391,7.83633,7.89282,7.95592,8.01301,8.07039,8.13448,8.19246,8.25073,8.31581
6.82574,6.82574,7.55075,7.83044,8.11566,8.4414,8.73835,9.05538,9.35626,9.66241,9.99683,10.2983,10.6204,10.9478,11.2396,11.5603,11.8522,12.182,12.5079
8.66637,8.66637,9.10316,9.29347,9.46849,9.67065,9.85053,10.0526,10.2543,10.4429,10.6547,10.8459,11.0545,11.2677,11.4857,11.6942,11.9212,12.1237,12.3446
6.06365,6.06365,6.25119,6.33456,6.42609,6.50284,6.58002,6.66541,6.75132,6.822,6.90885,6.98826,7.06809,7.14031,7.22096,7.30204,7.37538,7.45727,7.53134
6.40997,6.40997,6.93061,7.14937,7.36348,7.58772,7.81475,8.02147,8.23044,8.45741,8.67107,8.88699,9.09705,9.31741,9.52346,9.7398,9.95824,10.1703,10.3756
6.65494,6.65494,7.1645,7.3769,7.59991,7.81178,8.02679,8.2298,8.44319,8.6673,8.87878,9.09297,9.29373,9.51317,9.73533,9.94346,10.1539,10.3838,10.5992
6.58837,6.58837,6.75015,6.81824,6.87988,6.94875,7.01108,7.08073,7.14376,7.20711,7.2708,7.33482,7.39916,7.47105,7.52885,7.5869,7.65253,7.71114,7.78478
6.58974,6.58974,6.98931,7.31031,7.61063,7.88831,8.2018,8.49909,8.80234,9.09555,9.41041,9.71464,10.0327,10.3478,10.6682,11.003,11.3162,11.616,11.9572
6.3087,6.3087,6.92222,7.31728,7.74051,8.13976,8.59826,9.02276,9.4592,9.89901,10.3503,10.8131,11.2598,11.7355,12.2029,12.7299,13.2088,13.6872,14.1645
7.18676,7.19264,7.73042,8.08318,8.42068,8.8288,9.18014,9.54068,9.92512,10.3044,10.7084,11.0986,11.53,11.9469,12.3308,12.7997,13.1737,13.6258,0.00025
6.82574,6.82574,7.42605,7.82372,8.20507,8.59626,9.01179,9.41558,9.84407,10.2439,10.6839,11.1257,11.5355,12.0038,12.4561,12.9172,13.3335,13.8021,14.2608
8.66637,8.66637,9.21041,9.55514,9.94223,10.3389,10.7753,11.1672,11.6103,12.0655,12.5092,13.0085,13.4946,14.0146,14.4747,15.0194,15.5265,16.029,16.5837
6.05621,6.05621,6.75916,7.18865,7.64725,8.11928,8.60476,9.05858,9.542,10.0564,10.545,11.0546,11.5555,12.0672,12.5579,13.1226,13.6555,14.165,14.7064
6.40997,6.40997,6.8511,7.16405,7.44538,7.74635,8.05228,8.36318,8.65517,8.96753,9.27643,9.5649,9.89081,10.1788,10.4962,10.8267,11.1084,11.4292,11.7358
6.65494,6.65494,7.27028,7.65804,8.03426,8.45087,8.85514,9.26951,9.68572,10.1116,10.53,10.9573,11.4206,11.8573,12.3118,12.7658,13.1993,13.6601,14.1291
6.58837,6.58837,7.12271,7.47105,7.78478,8.12115,8.48128,8.80277,9.21222,9.56567,9.92663,10.3124,10.6888,11.0457,11.4733,11.835,12.2219,12.6059,13.0161
